"","V1","V2","V3","V4","V5"
"7047",1,1,1,1,1
"7048",1,1,1,1,1
"7049",1,1,1,1,1
"7050",1,1,1,1,1
"7051",1,1,1,1,1
"7052",1,1,1,1,1
"7053",1,1,1,1,1
"7054",1,1,1,1,1
"7055",1,1,1,1,1
"7056",1,1,1,1,1
"7057",1,1,1,1,1
"7058",1,1,1,1,1
"7059",1,1,1,1,1
"7060",1,1,1,1,1
"7061",1,1,1,1,1
"7062",1,1,1,1,1
"7063",1,1,1,1,1
"7064",1,1,1,1,1
"7065",1,1,1,1,1
"7066",1,1,1,1,1
"7067",1,1,1,1,1
"7068",1,1,1,1,1
"7069",1,1,1,1,1
"7070",1,1,1,1,1
"7071",1,1,1,1,1
"7072",1,1,1,1,1
"7073",1,1,1,1,1
"7074",1,1,1,1,1
"7075",1,1,1,1,1
"7076",1,1,1,1,1
"7077",1,1,1,1,1
"7078",1,1,1,1,1
"7079",1,1,1,1,1
"7080",1,1,1,1,1
"7081",1,1,1,1,1
"7082",1,1,1,1,1
"7083",1,1,1,1,1
"7084",1,1,1,1,1
"7085",1,1,1,1,1
"7086",1,1,1,1,1
"7087",1,1,1,1,1
"7088",1,1,1,1,1
"7089",1,1,1,1,1
"7090",1,1,1,1,1
"7091",1,1,1,1,1
"7092",1,1,1,1,1
"7093",1,1,1,1,1
"7094",1,1,1,1,1
"7095",1,1,1,1,1
"7096",1,1,1,1,1
"7097",2,1,1,1,1
"7098",2,1,3,2,1
"7099",2,1,1,1,1
"7100",2,1,1,1,1
"7101",2,1,1,1,1
"7102",1,1,2,1,1
"7103",1,1,1,1,1
"7104",1,1,1,1,1
"7105",1,1,1,1,1
"7106",2,1,1,2,1
"7107",1,1,1,1,1
"7108",2,1,1,1,1
"7109",2,1,1,1,1
"7110",2,1,1,1,1
"7111",2,1,1,1,1
"7112",2,1,1,1,1
"7113",1,1,1,1,2
"7114",1,1,1,2,1
"7115",2,1,2,1,1
"7116",2,1,2,2,1
"7117",2,1,1,1,1
"7118",2,1,1,1,1
"7119",2,1,1,1,1
"7120",2,1,1,1,1
"7121",2,1,1,1,1
"7122",2,1,2,1,1
"7123",2,1,1,1,1
"7124",2,1,2,2,1
"7125",2,1,1,2,1
"7126",2,1,1,2,1
"7127",2,1,1,1,1
"7128",2,1,2,1,1
"7129",2,1,1,1,1
"7130",2,1,2,1,1
"7131",2,1,2,2,1
"7132",2,1,1,2,1
"7133",2,1,1,2,1
"7134",2,1,1,2,1
"7135",2,1,2,2,1
"7136",2,1,1,1,1
"7137",2,1,1,1,1
"7138",2,1,1,1,1
"7139",2,1,1,1,1
"7140",2,1,2,1,1
"7141",2,1,2,2,1
"7142",2,1,1,1,1
"7143",2,1,1,1,1
"7144",2,1,1,1,1
"7145",2,1,1,1,1
"7146",2,1,1,1,1
"7147",2,1,2,2,1
"7148",2,1,1,1,1
"7149",2,1,1,1,1
"7150",2,1,1,1,1
"7151",2,1,2,1,1
"7152",2,1,1,1,1
"7153",2,1,1,1,1
"7154",2,1,1,1,1
"7155",2,1,1,2,1
"7156",2,1,1,1,1
"7157",2,1,1,1,1
"7158",2,2,2,2,1
"7159",2,1,1,1,1
"7160",2,1,1,1,1
"7161",2,1,1,1,1
"7162",2,1,1,1,1
"7163",2,1,1,1,2
"7164",2,1,1,1,1
"7165",2,1,2,1,1
"7166",2,1,1,1,1
"7167",2,1,1,1,1
"7168",2,1,2,2,2
"7169",2,1,2,1,1
"7170",2,1,2,1,1
"7171",2,1,2,1,1
"7172",2,1,2,1,1
"7173",2,1,1,1,2
"7174",2,1,2,1,1
"7175",2,1,1,1,1
"7176",2,1,1,2,1
"7177",2,1,1,1,1
"7178",2,1,2,1,1
"7179",2,1,2,2,1
"7180",2,1,2,1,1
"7181",2,1,1,1,1
"7182",2,1,1,1,1
"7183",2,1,1,1,1
"7184",2,1,1,1,1
"7185",2,1,1,1,1
"7186",2,1,1,1,1
"7187",2,1,1,1,1
"7188",2,1,1,1,1
"7189",2,1,1,1,1
"7190",2,1,1,1,1
"7191",2,1,2,1,1
"7192",2,1,1,1,1
"7193",1,1,1,1,1
"7194",1,1,1,1,1
"7195",1,1,1,1,1
"7196",1,1,1,1,1
"7197",1,1,1,1,1
"7198",1,1,1,1,1
"7199",1,1,1,1,1
"7200",1,1,1,1,1
"7201",1,1,1,1,1
"7202",1,1,1,1,1
"7203",1,1,1,1,1
"7204",1,1,1,1,1
"7205",1,1,1,1,1
"7206",1,1,1,1,1
"7207",1,1,1,1,1
"7208",1,1,1,1,1
"7209",1,1,1,1,1
"7210",1,1,1,1,1
"7211",1,1,1,1,1
"7212",1,1,1,1,1
"7213",1,1,1,1,1
"7214",1,1,1,1,1
"7215",1,1,1,1,1
"7216",1,1,1,1,1
"7217",1,1,1,1,1
"7218",1,1,1,1,1
"7219",1,1,1,1,1
"7220",1,1,1,1,1
"7221",1,1,1,1,1
"7222",1,1,1,1,1
"7223",1,1,1,1,1
"7224",1,1,1,1,1
"7225",1,1,1,1,1
"7226",1,1,1,1,1
"7227",1,1,1,1,1
"7228",1,1,1,1,1
"7229",1,1,1,1,1
"7230",1,1,1,1,1
"7231",1,1,1,1,1
"7232",1,1,1,1,1
"7233",1,1,1,1,1
"7234",1,1,1,1,1
"7235",1,1,1,1,1
"7236",1,1,1,1,1
"7237",1,1,1,1,1
"7238",1,1,1,1,1
"7239",1,1,1,1,1
"7240",1,1,1,1,1
"7241",1,1,1,1,1
"7242",1,1,1,1,1
"7243",1,1,1,1,1
"7244",1,1,1,1,1
"7245",1,1,1,1,1
"7246",1,1,1,1,1
"7247",1,1,1,1,1
"7248",1,1,1,1,1
"7249",1,1,1,1,1
"7250",1,1,1,1,1
"7251",1,1,1,1,1
"7252",1,1,1,1,1
"7253",1,1,1,1,1
"7254",1,1,1,1,1
"7255",1,1,1,1,1
"7256",1,1,1,1,1
"7257",1,1,1,1,1
"7258",1,1,1,1,1
"7259",1,1,1,1,1
"7260",1,1,1,1,1
"7261",1,1,1,1,1
"7262",1,1,1,1,1
"7263",1,1,1,1,1
"7264",1,1,1,1,1
"7265",1,1,1,1,1
"7266",1,1,1,1,1
"7267",1,1,1,1,1
"7268",1,1,1,1,1
"7269",1,1,1,1,1
"7270",1,1,1,1,1
"7271",1,1,1,1,1
"7272",1,1,1,1,1
"7273",1,1,1,1,1
"7274",1,1,1,1,1
"7275",1,1,1,1,1
"7276",1,1,1,1,1
"7277",1,1,1,1,1
"7278",1,1,1,1,1
"7279",1,1,1,1,1
"7280",1,1,1,1,1
"7281",1,1,1,1,1
"7282",1,1,1,1,1
"7283",1,1,1,1,1
"7284",1,1,1,1,1
"7285",1,1,1,1,1
"7286",1,1,1,1,1
"7287",1,1,1,1,1
"7288",1,1,1,1,1
"7289",1,1,1,1,1
"7290",1,1,1,1,1
"7291",1,1,1,1,1
"7292",1,1,1,1,1
"7293",1,1,1,1,1
"7294",1,1,1,1,1
"7295",1,1,1,1,1
"7296",1,1,1,1,1
"7297",1,1,1,1,1
"7298",1,1,1,1,1
"7299",1,1,1,1,1
"7300",1,1,1,1,1
"7301",1,1,1,1,1
"7302",1,1,1,1,1
"7303",1,1,1,1,1
"7304",1,1,1,1,1
"7305",1,1,1,1,1
"7306",1,1,1,1,1
"7307",1,1,1,1,1
"7308",1,1,1,1,1
"7309",1,1,1,1,1
"7310",1,1,1,1,1
"7311",1,1,1,1,1
"7312",1,1,1,1,1
"7313",1,1,1,1,1
"7314",1,1,1,1,1
"7315",1,1,1,1,1
"7316",1,1,1,1,1
"7317",1,1,1,1,1
"7318",1,1,1,1,1
"7319",1,1,1,1,1
"7320",1,1,1,1,1
"7321",1,1,1,1,1
"7322",1,1,1,1,1
"7323",1,1,1,1,1
"7324",1,1,1,1,1
"7325",1,1,1,1,1
"7326",1,1,1,1,1
"7327",1,1,1,1,1
"7328",1,1,1,1,1
"7329",1,1,1,1,1
"7330",1,1,1,1,1
"7331",1,1,1,1,1
"7332",1,1,1,1,1
"7333",1,1,1,1,1
"7334",1,1,1,1,1
"7335",1,1,1,1,1
"7336",1,1,1,1,1
"7337",1,1,1,1,1
"7338",1,1,1,1,1
"7339",1,1,1,1,1
"7340",1,1,1,1,1
"7341",1,1,1,1,1
"7342",1,1,1,1,1
"7343",1,1,1,1,1
"7344",1,1,1,1,1
"7345",1,1,1,1,1
"7346",1,1,1,1,1
"7347",1,1,1,1,1
"7348",1,1,1,1,1
"7349",1,1,1,1,1
"7350",1,1,1,1,1
"7351",1,1,1,1,1
"7352",1,1,1,1,1
"7353",1,1,1,1,1
"7354",1,1,1,1,1
"7355",1,1,1,1,1
"7356",1,1,1,1,1
"7357",1,1,1,1,1
"7358",1,1,1,1,1
"7359",2,1,1,1,1
"7360",2,1,1,1,1
"7361",2,1,1,1,1
"7362",1,1,1,1,1
"7363",1,1,1,1,1
"7364",1,1,1,1,1
"7365",2,1,1,1,1
"7366",1,1,1,1,1
"7367",1,1,1,1,1
"7368",2,1,1,1,1
"7369",2,1,1,1,1
"7370",2,1,1,1,1
"7371",2,1,1,1,1
"7372",2,1,1,1,1
"7373",1,1,1,1,1
"7374",1,1,1,1,1
"7375",2,1,1,2,1
"7376",2,1,1,2,1
"7377",2,1,1,1,1
"7378",2,1,2,1,1
"7379",2,1,1,1,1
"7380",2,1,1,1,1
"7381",2,1,1,1,1
"7382",2,1,1,1,1
"7383",2,1,1,2,1
"7384",2,1,1,1,1
"7385",2,1,1,2,1
"7386",2,1,1,1,1
"7387",2,1,1,2,2
"7388",2,1,1,1,1
"7389",2,1,1,1,1
"7390",2,1,1,2,1
"7391",2,1,1,2,1
"7392",2,1,2,2,1
"7393",2,1,1,2,1
"7394",2,1,1,2,1
"7395",2,1,2,2,1
"7396",2,1,2,2,1
"7397",2,1,1,1,1
"7398",2,1,1,1,1
"7399",2,1,1,1,1
"7400",2,1,1,1,1
"7401",2,1,1,2,1
"7402",2,1,1,1,1
"7403",2,1,2,1,1
"7404",2,1,1,1,2
"7405",2,1,1,1,1
"7406",2,1,1,1,1
"7407",2,1,1,1,1
"7408",2,1,1,1,1
"7409",2,1,1,1,1
"7410",2,1,1,1,1
"7411",2,1,1,1,1
"7412",2,1,2,1,1
"7413",2,1,1,1,1
"7414",2,1,1,1,2
"7415",2,1,2,2,1
"7416",2,1,2,2,1
"7417",2,1,2,1,1
"7418",2,1,1,1,1
"7419",2,1,1,2,1
"7420",2,1,2,2,1
"7421",2,1,2,2,2
"7422",2,1,2,2,1
"7423",2,1,1,1,1
"7424",2,1,1,1,1
"7425",2,1,1,1,1
"7426",2,1,2,1,1
"7427",2,1,2,1,1
"7428",2,1,1,1,1
"7429",2,1,1,1,1
"7430",2,1,1,1,1
"7431",2,1,2,1,1
"7432",2,1,1,1,1
"7433",2,1,2,2,1
"7434",2,1,1,1,1
"7435",2,1,1,1,1
"7436",2,1,1,1,1
"7437",2,1,1,1,1
"7438",2,1,2,1,1
"7439",2,1,2,1,1
"7440",2,1,2,1,1
"7441",2,1,2,2,1
"7442",2,1,2,2,2
"7443",2,1,2,2,1
"7444",2,1,2,1,1
"7445",2,1,1,1,1
"7446",2,1,1,1,1
"7447",2,1,1,1,1
"7448",2,1,1,1,1
"7449",2,1,2,1,1
"7450",2,1,1,1,1
"7451",2,1,2,1,1
"7452",2,1,1,1,1
"7453",2,1,1,1,1
"7454",2,1,1,1,1
"7455",1,1,1,1,1
"7456",1,1,1,1,1
"7457",1,1,1,1,1
"7458",1,1,1,1,1
"7459",1,1,1,1,1
"7460",1,1,1,1,1
"7461",1,1,1,1,1
"7462",1,1,1,1,1
"7463",1,1,1,1,1
"7464",1,1,1,1,1
"7465",1,1,1,1,1
"7466",1,1,1,1,1
"7467",1,1,1,1,1
"7468",1,1,1,1,1
"7469",1,1,1,1,1
"7470",1,1,1,1,1
"7471",1,1,1,1,1
"7472",1,1,1,1,1
"7473",1,1,1,1,1
"7474",1,1,1,1,1
"7475",1,1,1,1,1
"7476",1,1,1,1,1
"7477",1,1,1,1,1
"7478",1,1,1,1,1
"7479",1,1,1,1,1
"7480",1,1,1,1,1
"7481",1,1,1,1,1
"7482",1,1,1,1,1
"7483",1,1,1,1,1
"7484",1,1,1,1,1
"7485",1,1,1,1,1
"7486",1,1,1,1,1
"7487",1,1,1,1,1
"7488",1,1,1,1,1
"7489",1,1,1,1,1
"7490",1,1,1,1,1
"7491",1,1,1,1,1
"7492",1,1,1,1,1
"7493",1,1,1,1,1
"7494",1,1,1,1,1
"7495",1,1,1,1,1
"7496",1,1,1,1,1
"7497",1,1,1,1,1
"7498",1,1,1,1,1
"7499",1,1,1,1,1
"7500",1,1,1,1,1
"7501",1,1,1,1,1
"7502",1,1,1,1,1
"7503",1,1,1,1,1
"7504",1,1,1,1,1
"7505",1,1,1,1,1
"7506",1,1,1,1,1
"7507",1,1,1,1,1
"7508",1,1,1,1,1
"7509",1,1,1,1,1
"7510",1,1,1,1,1
"7511",1,1,1,1,1
"7512",1,1,1,1,1
"7513",1,1,1,1,1
"7514",1,1,1,1,1
"7515",1,1,1,1,1
"7516",1,1,1,1,1
"7517",1,1,1,1,1
"7518",1,1,1,1,1
"7519",1,1,1,1,1
"7520",1,1,1,1,1
"7521",1,1,1,1,1
"7522",1,1,1,1,1
"7523",1,1,1,1,1
"7524",1,1,1,1,1
"7525",1,1,1,1,1
"7526",1,1,1,1,1
"7527",1,1,1,1,1
"7528",1,1,1,1,1
"7529",1,1,1,1,1
"7530",1,1,1,1,1
"7531",1,1,1,1,1
"7532",1,1,1,1,1
"7533",1,1,1,1,1
"7534",1,1,1,1,1
"7535",1,1,1,1,1
"7536",1,1,1,1,1
"7537",1,1,1,1,1
"7538",1,1,1,1,1
"7539",1,1,1,1,1
"7540",1,1,1,1,1
"7541",1,1,1,1,1
"7542",1,1,1,1,1
"7543",1,1,1,1,1
"7544",1,1,1,1,1
"7545",1,1,1,1,1
"7546",1,1,1,1,1
"7547",1,1,1,1,1
"7548",1,1,1,1,1
"7549",1,1,1,1,1
"7550",1,1,1,1,1
"7551",1,1,1,1,1
"7552",1,1,1,1,1
"7553",1,1,1,1,1
"7554",1,1,1,1,1
"7555",1,1,1,1,1
"7556",1,1,1,1,1
"7557",1,1,1,1,1
"7558",1,1,1,1,1
"7559",1,1,1,1,1
"7560",1,1,1,1,1
"7561",1,1,1,1,1
"7562",1,1,1,1,1
"7563",1,1,1,1,1
"7564",1,1,1,1,1
"7565",1,1,1,1,1
"7566",1,1,1,1,1
"7567",1,1,1,1,1
"7568",1,1,1,1,1
"7569",1,1,1,1,1
"7570",1,1,1,1,1
"7571",1,1,1,1,1
"7572",1,1,1,1,1
"7573",1,1,1,1,1
"7574",1,1,1,1,1
"7575",1,1,1,1,1
"7576",1,1,1,1,1
"7577",1,1,1,1,1
"7578",1,1,1,1,1
"7579",1,1,1,1,1
"7580",1,1,1,1,1
"7581",1,1,1,1,1
"7582",1,1,1,1,1
"7583",1,1,1,1,1
"7584",1,1,1,1,1
"7585",1,1,1,1,1
"7586",1,1,1,1,1
"7587",1,1,1,1,1
"7588",1,1,1,1,1
"7589",1,1,1,1,1
"7590",1,1,1,1,1
"7591",1,1,1,1,1
"7592",1,1,1,1,1
"7593",1,1,1,1,1
"7594",1,1,1,1,1
"7595",1,1,1,1,1
"7596",1,1,1,1,1
"7597",1,1,1,1,1
"7598",1,1,1,1,1
"7599",1,1,1,1,1
"7600",1,1,1,1,1
"7601",1,1,1,1,1
"7602",1,1,1,1,1
"7603",1,1,1,1,1
"7604",1,1,1,1,1
"7605",1,1,1,1,1
"7606",1,1,1,1,1
"7607",1,1,1,1,1
"7608",1,1,1,1,1
"7609",1,1,1,1,1
"7610",1,1,1,1,1
"7611",1,1,1,1,1
"7612",2,1,2,2,1
"7613",2,1,1,1,1
"7614",2,1,1,1,1
"7615",1,1,1,1,1
"7616",2,1,1,1,1
"7617",2,1,1,1,1
"7618",1,1,1,1,1
"7619",1,1,1,1,1
"7620",2,1,1,1,1
"7621",1,1,1,1,1
"7622",1,1,1,1,1
"7623",1,1,1,1,1
"7624",1,1,1,1,1
"7625",1,1,1,1,1
"7626",1,1,1,1,1
"7627",1,1,2,1,1
"7628",2,1,1,2,1
"7629",2,1,2,2,1
"7630",2,1,1,1,1
"7631",2,1,1,1,1
"7632",1,1,1,1,1
"7633",1,1,1,2,1
"7634",1,1,1,1,1
"7635",1,1,1,1,1
"7636",2,1,1,1,1
"7637",2,1,1,1,2
"7638",2,1,1,1,1
"7639",2,1,1,1,1
"7640",2,1,1,1,1
"7641",2,1,1,2,1
"7642",2,1,1,1,1
"7643",2,1,1,1,1
"7644",2,1,1,1,1
"7645",2,1,1,1,2
"7646",2,1,1,1,1
"7647",2,1,1,1,1
"7648",2,1,2,2,2
"7649",2,1,2,2,2
"7650",2,1,1,2,1
"7651",2,1,1,2,1
"7652",2,1,2,2,1
"7653",2,1,2,2,1
"7654",2,1,1,2,1
"7655",2,1,2,2,1
"7656",2,1,1,2,1
"7657",2,1,1,1,1
"7658",2,1,1,1,1
"7659",2,1,2,2,1
"7660",2,1,1,1,1
"7661",2,1,1,1,1
"7662",2,1,2,1,1
"7663",2,1,1,1,2
"7664",2,1,1,1,1
"7665",2,1,1,1,1
"7666",2,1,1,1,1
"7667",2,1,1,1,1
"7668",2,1,1,1,1
"7669",2,1,1,1,1
"7670",2,1,2,2,1
"7671",2,1,1,1,1
"7672",2,1,1,2,1
"7673",2,1,2,2,1
"7674",2,1,2,1,1
"7675",2,1,2,2,1
"7676",2,1,2,2,1
"7677",2,1,1,1,1
"7678",2,1,2,2,1
"7679",2,1,1,1,1
"7680",2,1,1,2,1
"7681",2,1,1,2,1
"7682",2,1,1,1,1
"7683",2,1,1,1,1
"7684",2,1,1,1,1
"7685",2,1,1,1,1
"7686",2,1,1,2,1
"7687",2,1,1,1,1
"7688",2,1,1,1,1
"7689",2,1,1,1,1
"7690",2,1,1,1,1
"7691",2,1,1,1,1
"7692",2,1,1,1,1
"7693",2,1,1,1,1
"7694",2,1,1,1,1
"7695",2,1,1,1,1
"7696",2,1,2,1,1
"7697",2,1,2,2,1
"7698",2,1,2,2,2
"7699",2,1,2,1,1
"7700",2,1,2,2,2
"7701",2,1,2,2,1
"7702",2,1,2,2,1
"7703",2,1,2,2,1
"7704",2,1,2,1,1
"7705",2,1,1,1,1
"7706",2,1,1,1,1
"7707",2,1,1,1,1
"7708",2,1,1,1,1
"7709",2,1,1,1,1
"7710",2,1,1,1,1
"7711",2,1,2,1,1
"7712",2,1,2,1,1
"7713",2,1,1,1,1
"7714",2,1,1,1,1
"7715",2,1,1,1,1
"7716",2,1,1,1,1
"7717",1,1,1,1,1
"7718",1,1,1,1,1
"7719",1,1,1,1,1
"7720",1,1,1,1,1
"7721",1,1,1,1,1
"7722",1,1,1,1,1
"7723",1,1,1,1,1
"7724",1,1,1,1,1
"7725",1,1,1,1,1
"7726",1,1,1,1,1
"7727",1,1,1,1,1
"7728",1,1,1,1,1
"7729",1,1,1,1,1
"7730",1,1,1,1,1
"7731",1,1,1,1,1
"7732",1,1,1,1,1
"7733",1,1,1,1,1
"7734",1,1,1,1,1
"7735",1,1,1,1,1
"7736",1,1,1,1,1
"7737",1,1,1,1,1
"7738",1,1,1,1,1
"7739",1,1,1,1,1
"7740",1,1,1,1,1
"7741",1,1,1,1,1
"7742",1,1,1,1,1
"7743",1,1,1,1,1
"7744",1,1,1,1,1
"7745",1,1,1,1,1
"7746",1,1,1,1,1
"7747",1,1,1,1,1
"7748",1,1,1,1,1
"7749",1,1,1,1,1
"7750",1,1,1,1,1
"7751",1,1,1,1,1
"7752",1,1,1,1,1
"7753",1,1,1,1,1
"7754",1,1,1,1,1
"7755",1,1,1,1,1
"7756",1,1,1,1,1
"7757",1,1,1,1,1
"7758",1,1,1,1,1
"7759",1,1,1,1,1
"7760",1,1,1,1,1
"7761",1,1,1,1,1
"7762",1,1,1,1,1
"7763",1,1,1,1,1
"7764",1,1,1,1,1
"7765",1,1,1,1,1
"7766",1,1,1,1,1
"7767",1,1,1,1,1
"7768",1,1,1,1,1
"7769",1,1,1,1,1
"7770",1,1,1,1,1
"7771",1,1,1,1,1
"7772",1,1,1,1,1
"7773",1,1,1,1,1
"7774",1,1,1,1,1
"7775",1,1,1,1,1
"7776",1,1,1,1,1
"7777",1,1,1,1,1
"7778",1,1,1,1,1
"7779",1,1,1,1,1
"7780",1,1,1,1,1
"7781",1,1,1,1,1
"7782",1,1,1,1,1
"7783",1,1,1,1,1
"7784",1,1,1,1,1
"7785",1,1,1,1,1
"7786",1,1,1,1,1
"7787",1,1,1,1,1
"7788",1,1,1,1,1
"7789",1,1,1,1,1
"7790",1,1,1,1,1
"7791",1,1,1,1,1
"7792",1,1,1,1,1
"7793",1,1,1,1,1
"7794",1,1,1,1,1
"7795",1,1,1,1,1
"7796",1,1,1,1,1
"7797",1,1,1,1,1
"7798",1,1,1,1,1
"7799",1,1,1,1,1
"7800",1,1,1,1,1
"7801",1,1,1,1,1
"7802",1,1,1,1,1
"7803",1,1,1,1,1
"7804",1,1,1,1,1
"7805",1,1,1,1,1
"7806",1,1,1,1,1
"7807",1,1,1,1,1
"7808",1,1,1,1,1
"7809",1,1,1,1,1
"7810",1,1,1,1,1
"7811",1,1,1,1,1
"7812",1,1,1,1,1
"7813",1,1,1,1,1
"7814",1,1,1,1,1
"7815",1,1,1,1,1
"7816",1,1,1,1,1
"7817",1,1,1,1,1
"7818",1,1,1,1,1
"7819",1,1,1,1,1
"7820",1,1,1,1,1
"7821",1,1,1,1,1
"7822",1,1,1,1,1
"7823",1,1,1,1,1
"7824",1,1,1,1,1
"7825",1,1,1,1,1
"7826",1,1,1,1,1
"7827",1,1,1,1,1
"7828",1,1,1,1,1
"7829",1,1,1,1,1
"7830",1,1,1,1,1
"7831",1,1,1,1,1
"7832",1,1,1,1,1
"7833",1,1,1,1,1
"7834",1,1,1,1,1
"7835",1,1,1,1,1
"7836",1,1,1,1,1
"7837",1,1,1,1,1
"7838",1,1,1,1,1
"7839",1,1,1,1,1
"7840",1,1,1,1,1
"7841",1,1,1,1,1
"7842",1,1,1,1,1
"7843",1,1,1,1,1
"7844",1,1,1,1,1
"7845",1,1,1,1,1
"7846",1,1,1,1,1
"7847",1,1,1,1,1
"7848",1,1,1,1,1
"7849",1,1,1,1,1
"7850",1,1,1,1,1
"7851",1,1,1,1,1
"7852",1,1,1,1,1
"7853",1,1,1,1,1
"7854",1,1,1,1,1
"7855",1,1,1,1,1
"7856",1,1,1,1,1
"7857",1,1,1,1,1
"7858",1,1,1,1,1
"7859",1,1,1,1,1
"7860",1,1,1,1,1
"7861",1,1,1,1,1
"7862",1,1,1,1,1
"7863",1,1,1,1,1
"7864",1,1,1,1,1
"7865",1,1,1,1,1
"7866",1,1,1,1,1
"7867",1,1,1,1,1
"7868",1,1,1,1,1
"7869",1,1,1,1,1
"7870",1,1,1,1,1
"7871",2,1,2,1,1
"7872",2,1,2,1,1
"7873",2,1,2,1,1
"7874",2,1,1,1,1
"7875",2,1,2,2,1
"7876",2,1,1,1,1
"7877",1,1,1,1,1
"7878",1,1,1,1,1
"7879",1,1,1,1,1
"7880",1,1,1,1,1
"7881",1,1,1,1,1
"7882",1,1,1,1,1
"7883",1,1,1,1,1
"7884",1,1,1,1,1
"7885",2,1,1,1,1
"7886",2,1,2,1,1
"7887",2,1,1,2,1
"7888",2,1,1,2,2
"7889",2,1,1,1,1
"7890",2,1,1,1,1
"7891",2,1,2,1,1
"7892",1,1,1,1,1
"7893",1,1,1,1,1
"7894",1,1,1,1,1
"7895",1,1,1,1,1
"7896",2,1,1,1,1
"7897",2,1,1,1,1
"7898",2,1,1,1,1
"7899",2,1,1,1,1
"7900",2,1,1,1,1
"7901",2,1,1,1,1
"7902",2,1,1,1,1
"7903",2,1,1,1,1
"7904",2,1,1,1,1
"7905",2,1,1,1,1
"7906",2,1,1,1,1
"7907",2,1,1,2,1
"7908",2,1,1,1,1
"7909",2,1,2,2,1
"7910",2,1,2,2,1
"7911",2,1,1,2,1
"7912",2,1,1,1,1
"7913",2,1,1,1,1
"7914",2,1,2,2,1
"7915",2,1,1,2,1
"7916",2,1,2,2,2
"7917",2,1,1,2,1
"7918",2,1,1,1,1
"7919",2,1,1,1,1
"7920",2,1,2,2,1
"7921",2,1,1,1,1
"7922",2,1,1,1,1
"7923",2,1,1,1,1
"7924",2,1,1,1,1
"7925",2,1,1,1,1
"7926",2,1,1,1,1
"7927",2,1,1,1,1
"7928",2,1,2,1,1
"7929",2,1,1,1,1
"7930",2,1,2,1,1
"7931",2,1,1,2,1
"7932",2,1,1,1,1
"7933",2,1,1,1,1
"7934",2,1,1,1,1
"7935",2,1,1,2,1
"7936",2,1,2,2,1
"7937",2,1,1,1,1
"7938",2,1,1,1,1
"7939",2,1,1,1,1
"7940",2,1,1,2,1
"7941",2,1,2,2,1
"7942",2,1,2,2,1
"7943",2,1,1,1,1
"7944",2,1,2,2,1
"7945",2,1,1,1,1
"7946",2,1,1,2,1
"7947",2,1,1,1,1
"7948",2,1,1,1,1
"7949",2,1,1,2,1
"7950",2,1,1,1,1
"7951",2,1,1,1,1
"7952",2,1,1,1,1
"7953",2,1,1,1,1
"7954",2,1,1,1,1
"7955",2,1,2,2,1
"7956",2,1,2,2,1
"7957",2,1,2,2,1
"7958",2,1,2,2,1
"7959",2,1,2,2,2
"7960",2,1,2,2,1
"7961",2,1,2,2,2
"7962",2,1,1,1,1
"7963",2,1,2,1,1
"7964",2,1,2,2,2
"7965",2,1,2,1,1
"7966",2,1,2,2,1
"7967",2,1,2,2,1
"7968",2,1,2,2,1
"7969",2,1,1,1,1
"7970",2,1,2,1,1
"7971",2,1,2,1,1
"7972",2,1,2,2,1
"7973",2,1,1,1,1
"7974",2,1,2,2,1
"7975",2,1,1,1,1
"7976",2,1,2,1,1
"7977",1,1,1,1,1
"7978",1,1,1,1,1
"7979",1,1,1,1,1
"7980",1,1,1,1,1
"7981",1,1,1,1,1
"7982",1,1,1,1,1
"7983",1,1,1,1,1
"7984",1,1,1,1,1
"7985",1,1,1,1,1
"7986",1,1,1,1,1
"7987",1,1,1,1,1
"7988",1,1,1,1,1
"7989",1,1,1,1,1
"7990",1,1,1,1,1
"7991",1,1,1,1,1
"7992",1,1,1,1,1
"7993",1,1,1,1,1
"7994",1,1,1,1,1
"7995",1,1,1,1,1
"7996",1,1,1,1,1
"7997",1,1,1,1,1
"7998",1,1,1,1,1
"7999",1,1,1,1,1
"8000",1,1,1,1,1
"8001",1,1,1,1,1
"8002",1,1,1,1,1
"8003",1,1,1,1,1
"8004",1,1,1,1,1
"8005",1,1,1,1,1
"8006",1,1,1,1,1
"8007",1,1,1,1,1
"8008",1,1,1,1,1
"8009",1,1,1,1,1
"8010",1,1,1,1,1
"8011",1,1,1,1,1
"8012",1,1,1,1,1
"8013",1,1,1,1,1
"8014",1,1,1,1,1
"8015",1,1,1,1,1
"8016",1,1,1,1,1
"8017",1,1,1,1,1
"8018",1,1,1,1,1
"8019",1,1,1,1,1
"8020",1,1,1,1,1
"8021",1,1,1,1,1
"8022",1,1,1,1,1
"8023",1,1,1,1,1
"8024",1,1,1,1,1
"8025",1,1,1,1,1
"8026",1,1,1,1,1
"8027",1,1,1,1,1
"8028",1,1,1,1,1
"8029",1,1,1,1,1
"8030",1,1,1,1,1
"8031",1,1,1,1,1
"8032",1,1,1,1,1
"8033",1,1,1,1,1
"8034",1,1,1,1,1
"8035",1,1,1,1,1
"8036",1,1,1,1,1
"8037",1,1,1,1,1
"8038",1,1,1,1,1
"8039",1,1,1,1,1
"8040",1,1,1,1,1
"8041",1,1,1,1,1
"8042",1,1,1,1,1
"8043",1,1,1,1,1
"8044",1,1,1,1,1
