Formula	Mass	Initial estimation	Number of pixels	Assigned
C39H73O13P	819.44258590991	1.0896604877333082e-08	2	True
C48H89NO9	862.6174399510301	8.535575267914174e-05	3783	True
C41H79NO10	784.53410424853	1.5783235231664082e-08	3	True
C39H79O7P	729.5200483823301	0.0	0	False
C36H61NO16	802.3627413888701	8.617948846461713e-09	1	True
C45H89N2O6P	823.60953209323	3.399412015544578e-05	416	True
C46H79O10P	861.5047922429301	0.0	0	False
C34H65O10P	703.39524179115	7.154398204981242e-08	8	True
C31H53O13P	703.28608526451	3.602795128261516e-07	48	True
C42H83N2O7P	797.55749651981	2.4185457634075723e-08	1	True
C41H81N2O6P	767.5469318350699	0.00044083914955459164	17916	True
C45H86NO7P	822.57789761242	1.8530616849851567e-08	3	True
C44H83NO13	872.55014823821	3.9427517830030523e-08	13	True
C51H103NO5	848.74733192201	1.6111446382212847e-06	140	True
C37H61O8P	703.37411242167	4.43597486532436e-07	57	True
C45H89O7P	811.59829870503	7.997670138053688e-05	3216	True
C39H67O16P	861.38037957689	0.0	0	False
C35H71O9P	705.44727736457	0.0	0	False
C41H82NO8P	786.5415121035401	0.00026822138855616865	13459	True
C43H83NO9	796.57048975741	1.0863569200131709e-07	14	True
C45H88NO9P	856.58337691736	8.648885389502202e-05	4486	True
C45H67O8P	805.42106261529	9.603301704798417e-07	68	True
C41H85N2O6P	771.5782319641501	3.6876011965183488e-06	393	True
C48H93O9P	883.61942807451	0.0	0	False
C42H74NO9P	806.47382646558	9.290299927235223e-07	86	True
C40H74NO9P	782.47382646558	4.687722678529269e-09	1	True
C48H96NO8P	884.65106255532	0.0	0	False
C38H74NO10P	774.46874108578	4.283517883844232e-09	1	True
C34H61O12P	731.3537709024699	1.5035659565978025e-08	3	True
C40H81N2O6P	755.5469318350699	0.0002565465331929831	15392	True
C44H79O8P	805.5149630025301	1.1588118993083398e-07	12	True
C40H77N2O6P	751.51563170599	0.0004395529424319446	8810	True
C45H72NO8P	824.46326178084	0.00012474265428678394	6069	True
C41H71O7P	745.45744812417	2.091155437387457e-07	20	True
C42H81NO9	782.55483969287	0.0006687321360920171	13973	True
C36H68NO8P	712.43196165176	4.990397589292872e-06	680	True
C43H79O13P	873.48953610353	6.042775620697398e-07	71	True
C44H84NO7P	808.5622475478799	2.9484589231625805e-08	4	True
C36H68NO11P	760.41670551236	0.0	0	False
C44H89NO5	750.63778147023	0.0	0	False
C44H82NO10P	854.5313413439401	2.2164103912804904e-07	22	True
C37H74NO7P	714.48399722518	0.0	0	False
C44H88NO12P	892.56812077796	1.7568051731897214e-07	20	True
C39H76NO10P	788.48439115032	1.1991078943145602e-06	200	True
C44H84NO9P	840.55207678828	1.844947228365733e-07	16	True
C35H64NO10P	728.39049076308	1.0373926706074125e-07	12	True
C49H97NO3	786.71055248799	0.0	0	False
C49H99NO5	820.71603179293	0.0	0	False
C37H72O11P2	793.41869363584	7.219427915203243e-08	7	True
C47H93O9P	871.61942807451	-1.3193919235731688e-18	0	False
C45H86NO9P	854.56772685282	3.6710890752641576e-06	279	True
C44H73O9P	815.46292742911	1.686258987968801e-06	115	True
C47H86NO8P	862.57281223262	9.063198123569734e-09	1	True
C40H77NO8	738.52862494359	6.427375936391257e-08	8	True
C40H69O13P	827.41128578083	2.9431495276774556e-08	3	True
C45H69O8P	807.43671267983	3.8611039154926995e-07	34	True
C49H97N2O6P	879.67213235139	7.692222290907412e-19	2	False
C42H82NO8P	798.5415121035401	0.041734698609416566	34985	True
C45H75O8P	813.4836628734499	0.0004226355584695457	16298	True
C40H73O13P	831.44258590991	1.3392456053677173e-08	1	True
C35H61O15P	791.33851476307	1.536002000702252e-08	2	True
C43H82NO8P	810.5415121035401	3.965115901275744e-05	2359	True
C37H73O10P	747.45784204931	0.0	0	False
C40H73O8P	751.46801280891	1.8052805329850568e-08	2	True
C44H87NO2	700.63738754509	0.0	0	False
C47H87O8P	849.57756326069	2.6899876737903707e-08	2	True
C41H80NO9P	800.5207766592	7.74314085474872e-19	2	False
C50H96NO7P	892.65614793512	4.030122602849992e-08	3	True
C38H76NO9P	760.48947653012	0.0	0	False
C44H71O10P	829.44219198477	1.1671977862900804e-06	108	True
C45H76NO10P	860.48439115032	-5.470765217393667e-19	0	False
C40H65O8P	743.40541255075	2.585183785655434e-06	170	True
C45H75O10P	845.47349211385	9.031205948094233e-05	2064	True
C45H81O7P	803.53569844687	-7.473103651966717e-10	2	False
C31H52NO13P	716.28133423644	6.847626360236023e-08	10	True
C35H62NO10P	726.3748406985401	1.0811442102233355e-07	11	True
C39H79N2O7P	757.52619639073	2.797786113918472e-08	2	True
C50H94NO7P	890.64049787058	0.0	0	False
C39H73O7P	723.47309818871	3.937999899766482e-06	455	True
C36H67O13P	777.39563571629	0.0	0	False
C42H69O10P	803.42654192023	1.8147163091126383e-07	17	True
